Local Date/Time	Relative Time	valve-a:angle [degrees]
06/15/2022 13:23:03	00:00:02.098	240.000
06/15/2022 13:23:03	00:00:02.106	240.000
06/15/2022 13:23:03	00:00:02.117	240.000
06/15/2022 13:23:03	00:00:02.129	240.000
06/15/2022 13:23:03	00:00:02.142	240.000
06/15/2022 13:23:03	00:00:02.158	240.000
06/15/2022 13:23:03	00:00:02.176	240.000
06/15/2022 13:23:03	00:00:02.198	240.000
06/15/2022 13:23:03	00:00:02.220	240.000
06/15/2022 13:23:03	00:00:02.244	240.000
06/15/2022 13:23:03	00:00:02.270	240.000
06/15/2022 13:23:03	00:00:02.298	240.000
06/15/2022 13:23:03	00:00:02.328	240.000
06/15/2022 13:23:03	00:00:02.356	0.000
06/15/2022 13:23:03	00:00:02.374	0.000
06/15/2022 13:23:03	00:00:02.400	0.000
06/15/2022 13:23:03	00:00:02.416	0.000
06/15/2022 13:23:03	00:00:02.434	0.000
06/15/2022 13:23:03	00:00:02.454	0.000
06/15/2022 13:23:03	00:00:02.476	0.000
06/15/2022 13:23:03	00:00:02.500	0.000
06/15/2022 13:23:03	00:00:02.526	0.000
06/15/2022 13:23:03	00:00:02.584	0.000
06/15/2022 13:23:03	00:00:02.616	0.000
06/15/2022 13:23:04	00:00:02.650	0.000
06/15/2022 13:23:04	00:00:02.686	0.000
06/15/2022 13:23:04	00:00:02.724	0.000
06/15/2022 13:23:04	00:00:02.764	0.000
06/15/2022 13:23:04	00:00:02.806	0.000
06/15/2022 13:23:04	00:00:02.851	0.000
06/15/2022 13:23:04	00:00:02.897	0.000
06/15/2022 13:23:04	00:00:02.945	0.000
06/15/2022 13:23:04	00:00:02.959	0.000
06/15/2022 13:23:04	00:00:02.979	0.000
06/15/2022 13:23:04	00:00:02.991	0.000
06/15/2022 13:23:04	00:00:03.005	0.000
06/15/2022 13:23:04	00:00:03.021	0.000
06/15/2022 13:23:04	00:00:03.041	0.000
06/15/2022 13:23:04	00:00:03.067	0.000
06/15/2022 13:23:04	00:00:03.091	0.000
06/15/2022 13:23:04	00:00:03.115	0.000
06/15/2022 13:23:04	00:00:03.141	0.000
06/15/2022 13:23:04	00:00:03.169	0.000
06/15/2022 13:23:04	00:00:03.199	0.000
06/15/2022 13:23:04	00:00:03.231	0.000
06/15/2022 13:23:04	00:00:03.265	0.000
06/15/2022 13:23:04	00:00:03.301	0.000
06/15/2022 13:23:04	00:00:03.339	0.000
06/15/2022 13:23:04	00:00:03.367	0.000
06/15/2022 13:23:04	00:00:03.379	0.000
06/15/2022 13:23:04	00:00:03.391	0.000
06/15/2022 13:23:04	00:00:03.406	0.000
06/15/2022 13:23:04	00:00:03.422	0.000
06/15/2022 13:23:04	00:00:03.440	0.000
06/15/2022 13:23:04	00:00:03.461	0.000
06/15/2022 13:23:04	00:00:03.485	0.000
06/15/2022 13:23:04	00:00:03.510	0.000
06/15/2022 13:23:04	00:00:03.536	0.000
06/15/2022 13:23:04	00:00:03.564	0.000
06/15/2022 13:23:04	00:00:03.594	0.000
06/15/2022 13:23:04	00:00:03.626	0.000
06/15/2022 13:23:05	00:00:03.646	0.000
06/15/2022 13:23:05	00:00:03.658	0.000
06/15/2022 13:23:05	00:00:03.670	0.000
06/15/2022 13:23:05	00:00:03.700	0.000
06/15/2022 13:23:05	00:00:03.718	0.000
06/15/2022 13:23:05	00:00:03.738	0.000
06/15/2022 13:23:05	00:00:03.760	0.000
06/15/2022 13:23:05	00:00:03.784	0.000
06/15/2022 13:23:05	00:00:03.810	0.000
06/15/2022 13:23:05	00:00:03.838	0.000
06/15/2022 13:23:05	00:00:03.868	0.000
06/15/2022 13:23:05	00:00:03.900	0.000
06/15/2022 13:23:05	00:00:03.934	0.000
06/15/2022 13:23:05	00:00:03.970	0.000
06/15/2022 13:23:05	00:00:04.008	0.000
06/15/2022 13:23:05	00:00:04.048	0.000
06/15/2022 13:23:05	00:00:04.090	0.000
06/15/2022 13:23:05	00:00:04.134	0.000
06/15/2022 13:23:05	00:00:04.180	0.000
06/15/2022 13:23:05	00:00:04.229	0.000
06/15/2022 13:23:05	00:00:04.281	0.000
06/15/2022 13:23:05	00:00:04.335	0.000
06/15/2022 13:23:05	00:00:04.389	0.000
06/15/2022 13:23:05	00:00:04.445	0.000
06/15/2022 13:23:05	00:00:04.503	0.000
06/15/2022 13:23:05	00:00:04.563	0.000
06/15/2022 13:23:05	00:00:04.625	0.000
06/15/2022 13:23:06	00:00:04.689	0.000
06/15/2022 13:23:06	00:00:04.755	0.000
06/15/2022 13:23:06	00:00:04.823	0.000
06/15/2022 13:23:06	00:00:04.892	0.000
06/15/2022 13:23:06	00:00:04.964	0.000
06/15/2022 13:23:06	00:00:05.038	0.000
06/15/2022 13:23:06	00:00:05.114	0.000
06/15/2022 13:23:06	00:00:05.192	0.000
06/15/2022 13:23:06	00:00:05.272	0.000
06/15/2022 13:23:06	00:00:05.354	0.000
06/15/2022 13:23:06	00:00:05.438	0.000
06/15/2022 13:23:06	00:00:05.524	0.000
06/15/2022 13:23:06	00:00:05.612	0.000
06/15/2022 13:23:07	00:00:05.703	0.000
06/15/2022 13:23:07	00:00:05.795	0.000
06/15/2022 13:23:07	00:00:05.889	0.000
06/15/2022 13:23:07	00:00:05.985	0.000
06/15/2022 13:23:07	00:00:06.083	0.000
06/15/2022 13:23:07	00:00:06.183	0.000
06/15/2022 13:23:07	00:00:06.284	0.000
06/15/2022 13:23:07	00:00:06.386	0.000
06/15/2022 13:23:07	00:00:06.488	0.000
06/15/2022 13:23:07	00:00:06.588	0.000
06/15/2022 13:23:08	00:00:06.690	0.000
06/15/2022 13:23:08	00:00:06.790	0.000
06/15/2022 13:23:08	00:00:06.890	0.000
06/15/2022 13:23:08	00:00:06.990	0.000
06/15/2022 13:23:08	00:00:07.091	0.000
06/15/2022 13:23:08	00:00:07.193	0.000
06/15/2022 13:23:08	00:00:07.295	0.000
06/15/2022 13:23:08	00:00:07.397	0.000
06/15/2022 13:23:08	00:00:07.499	0.000
06/15/2022 13:23:08	00:00:07.601	0.000
06/15/2022 13:23:09	00:00:07.702	0.000
06/15/2022 13:23:09	00:00:07.804	0.000
06/15/2022 13:23:09	00:00:07.906	0.000
06/15/2022 13:23:09	00:00:08.008	0.000
06/15/2022 13:23:09	00:00:08.110	0.000
06/15/2022 13:23:09	00:00:08.210	0.000
06/15/2022 13:23:09	00:00:08.310	0.000
06/15/2022 13:23:09	00:00:08.410	0.000
06/15/2022 13:23:09	00:00:08.513	0.000
06/15/2022 13:23:09	00:00:08.615	0.000
06/15/2022 13:23:10	00:00:08.717	0.000
06/15/2022 13:23:10	00:00:08.819	0.000
06/15/2022 13:23:10	00:00:08.921	0.000
06/15/2022 13:23:10	00:00:09.023	0.000
06/15/2022 13:23:10	00:00:09.124	0.000
06/15/2022 13:23:10	00:00:09.226	0.000
06/15/2022 13:23:10	00:00:09.328	0.000
06/15/2022 13:23:10	00:00:09.430	0.000
06/15/2022 13:23:10	00:00:09.532	0.000
06/15/2022 13:23:10	00:00:09.632	0.000
06/15/2022 13:23:11	00:00:09.732	0.000
06/15/2022 13:23:11	00:00:09.834	0.000
06/15/2022 13:23:11	00:00:09.937	0.000
06/15/2022 13:23:11	00:00:10.039	0.000
06/15/2022 13:23:11	00:00:10.141	0.000
06/15/2022 13:23:11	00:00:10.243	0.000
06/15/2022 13:23:11	00:00:10.345	0.000
06/15/2022 13:23:11	00:00:10.446	0.000
06/15/2022 13:23:11	00:00:10.548	0.000
06/15/2022 13:23:11	00:00:10.650	0.000
06/15/2022 13:23:12	00:00:10.752	0.000
06/15/2022 13:23:12	00:00:10.852	0.000
06/15/2022 13:23:12	00:00:10.952	0.000
06/15/2022 13:23:12	00:00:11.052	0.000
06/15/2022 13:23:12	00:00:11.152	0.000
06/15/2022 13:23:12	00:00:11.254	0.000
06/15/2022 13:23:12	00:00:11.357	0.000
06/15/2022 13:23:12	00:00:11.459	0.000
06/15/2022 13:23:12	00:00:11.561	0.000
06/15/2022 13:23:12	00:00:11.663	0.000
06/15/2022 13:23:13	00:00:11.765	0.000
06/15/2022 13:23:13	00:00:11.866	0.000
06/15/2022 13:23:13	00:00:11.968	0.000
06/15/2022 13:23:13	00:00:12.070	0.000
06/15/2022 13:23:13	00:00:12.172	0.000
06/15/2022 13:23:13	00:00:12.274	0.000
06/15/2022 13:23:13	00:00:12.376	0.000
06/15/2022 13:23:13	00:00:12.476	0.000
06/15/2022 13:23:13	00:00:12.576	0.000
06/15/2022 13:23:13	00:00:12.678	0.000
06/15/2022 13:23:14	00:00:12.781	0.000
06/15/2022 13:23:14	00:00:12.883	0.000
06/15/2022 13:23:14	00:00:12.985	0.000
06/15/2022 13:23:14	00:00:13.087	0.000
06/15/2022 13:23:14	00:00:13.189	0.000
06/15/2022 13:23:14	00:00:13.290	0.000
06/15/2022 13:23:14	00:00:13.392	0.000
06/15/2022 13:23:14	00:00:13.494	0.000
06/15/2022 13:23:14	00:00:13.596	0.000
06/15/2022 13:23:15	00:00:13.696	0.000
06/15/2022 13:23:15	00:00:13.796	0.000
06/15/2022 13:23:15	00:00:13.896	0.000
06/15/2022 13:23:15	00:00:13.998	0.000
06/15/2022 13:23:15	00:00:14.101	0.000
06/15/2022 13:23:15	00:00:14.203	0.000
06/15/2022 13:23:15	00:00:14.305	0.000
06/15/2022 13:23:15	00:00:14.407	0.000
06/15/2022 13:23:15	00:00:14.509	0.000
06/15/2022 13:23:15	00:00:14.611	0.000
06/15/2022 13:23:16	00:00:14.712	0.000
06/15/2022 13:23:16	00:00:14.814	0.000
06/15/2022 13:23:16	00:00:14.914	0.000
06/15/2022 13:23:16	00:00:15.014	0.000
06/15/2022 13:23:16	00:00:15.114	0.000
06/15/2022 13:23:16	00:00:15.214	0.000
06/15/2022 13:23:16	00:00:15.314	0.000
06/15/2022 13:23:16	00:00:15.416	0.000
06/15/2022 13:23:16	00:00:15.519	0.000
06/15/2022 13:23:16	00:00:15.621	0.000
06/15/2022 13:23:17	00:00:15.723	0.000
06/15/2022 13:23:17	00:00:15.825	0.000
06/15/2022 13:23:17	00:00:15.927	0.000
06/15/2022 13:23:17	00:00:16.028	0.000
06/15/2022 13:23:17	00:00:16.130	0.000
06/15/2022 13:23:17	00:00:16.232	0.000
06/15/2022 13:23:17	00:00:16.332	0.000
06/15/2022 13:23:17	00:00:16.432	0.000
06/15/2022 13:23:17	00:00:16.532	0.000
06/15/2022 13:23:17	00:00:16.632	0.000
06/15/2022 13:23:18	00:00:16.734	0.000
06/15/2022 13:23:18	00:00:16.834	0.000
06/15/2022 13:23:18	00:00:16.937	0.000
06/15/2022 13:23:18	00:00:17.039	0.000
06/15/2022 13:23:18	00:00:17.141	0.000
06/15/2022 13:23:18	00:00:17.243	0.000
06/15/2022 13:23:18	00:00:17.345	0.000
06/15/2022 13:23:18	00:00:17.446	0.000
06/15/2022 13:23:18	00:00:17.548	0.000
06/15/2022 13:23:18	00:00:17.650	0.000
06/15/2022 13:23:19	00:00:17.752	0.000
06/15/2022 13:23:19	00:00:17.852	0.000
06/15/2022 13:23:19	00:00:17.952	0.000
06/15/2022 13:23:19	00:00:18.054	0.000
06/15/2022 13:23:19	00:00:18.156	0.000
06/15/2022 13:23:19	00:00:18.258	0.000
06/15/2022 13:23:19	00:00:18.361	0.000
06/15/2022 13:23:19	00:00:18.463	0.000
06/15/2022 13:23:19	00:00:18.565	0.000
06/15/2022 13:23:19	00:00:18.667	0.000
06/15/2022 13:23:20	00:00:18.768	0.000
06/15/2022 13:23:20	00:00:18.870	0.000
06/15/2022 13:23:20	00:00:18.972	0.000
06/15/2022 13:23:20	00:00:19.074	0.000
06/15/2022 13:23:20	00:00:19.176	0.000
06/15/2022 13:23:20	00:00:19.276	0.000
06/15/2022 13:23:20	00:00:19.376	0.000
06/15/2022 13:23:20	00:00:19.476	0.000
06/15/2022 13:23:20	00:00:19.578	0.000
06/15/2022 13:23:20	00:00:19.680	0.000
06/15/2022 13:23:21	00:00:19.783	0.000
06/15/2022 13:23:21	00:00:19.885	0.000
06/15/2022 13:23:21	00:00:19.987	0.000
06/15/2022 13:23:21	00:00:20.089	0.000
06/15/2022 13:23:21	00:00:20.190	0.000
06/15/2022 13:23:21	00:00:20.292	0.000
06/15/2022 13:23:21	00:00:20.394	0.000
06/15/2022 13:23:21	00:00:20.496	0.000
06/15/2022 13:23:21	00:00:20.596	0.000
06/15/2022 13:23:21	00:00:20.696	0.000
06/15/2022 13:23:22	00:00:20.796	0.000
06/15/2022 13:23:22	00:00:20.898	0.000
06/15/2022 13:23:22	00:00:21.000	0.000
06/15/2022 13:23:22	00:00:21.102	0.000
06/15/2022 13:23:22	00:00:21.205	0.000
06/15/2022 13:23:22	00:00:21.307	0.000
06/15/2022 13:23:22	00:00:21.409	0.000
06/15/2022 13:23:22	00:00:21.511	0.000
06/15/2022 13:23:22	00:00:21.614	0.000
06/15/2022 13:23:22	00:00:21.716	0.000
06/15/2022 13:23:23	00:00:21.818	0.000
06/15/2022 13:23:23	00:00:21.920	0.000
06/15/2022 13:23:23	00:00:22.020	0.000
06/15/2022 13:23:23	00:00:22.122	0.000
06/15/2022 13:23:23	00:00:22.222	0.000
06/15/2022 13:23:23	00:00:22.322	0.000
06/15/2022 13:23:23	00:00:22.424	0.000
06/15/2022 13:23:23	00:00:22.527	0.000
06/15/2022 13:23:23	00:00:22.629	0.000
06/15/2022 13:23:23	00:00:22.731	0.000
06/15/2022 13:23:24	00:00:22.833	0.000
06/15/2022 13:23:24	00:00:22.934	0.000
06/15/2022 13:23:24	00:00:23.036	0.000
06/15/2022 13:23:24	00:00:23.138	0.000
06/15/2022 13:23:24	00:00:23.238	0.000
06/15/2022 13:23:24	00:00:23.340	0.000
06/15/2022 13:23:24	00:00:23.440	0.000
06/15/2022 13:23:24	00:00:23.540	0.000
06/15/2022 13:23:24	00:00:23.640	0.000
06/15/2022 13:23:24	00:00:23.742	0.000
06/15/2022 13:23:25	00:00:23.844	0.000
06/15/2022 13:23:25	00:00:23.946	0.000
06/15/2022 13:23:25	00:00:24.049	0.000
06/15/2022 13:23:25	00:00:24.151	0.000
06/15/2022 13:23:25	00:00:24.253	0.000
06/15/2022 13:23:25	00:00:24.354	0.000
06/15/2022 13:23:25	00:00:24.456	0.000
06/15/2022 13:23:25	00:00:24.558	0.000
06/15/2022 13:23:25	00:00:24.658	0.000
06/15/2022 13:23:25	00:00:24.758	0.000
06/15/2022 13:23:26	00:00:24.858	0.000
06/15/2022 13:23:26	00:00:24.958	0.000
06/15/2022 13:23:26	00:00:25.060	0.000
06/15/2022 13:23:26	00:00:25.162	0.000
06/15/2022 13:23:26	00:00:25.264	0.000
06/15/2022 13:23:26	00:00:25.366	0.000
06/15/2022 13:23:26	00:00:25.469	0.000
06/15/2022 13:23:26	00:00:25.571	0.000
06/15/2022 13:23:26	00:00:25.673	0.000
06/15/2022 13:23:27	00:00:25.780	0.000
06/15/2022 13:23:27	00:00:25.882	0.000
06/15/2022 13:23:27	00:00:25.982	0.000
06/15/2022 13:23:27	00:00:26.084	0.000
06/15/2022 13:23:27	00:00:26.184	0.000
06/15/2022 13:23:27	00:00:26.284	0.000
06/15/2022 13:23:27	00:00:26.384	0.000
06/15/2022 13:23:27	00:00:26.486	0.000
06/15/2022 13:23:27	00:00:26.588	0.000
06/15/2022 13:23:27	00:00:26.690	0.000
06/15/2022 13:23:28	00:00:26.793	0.000
06/15/2022 13:23:28	00:00:26.895	0.000
06/15/2022 13:23:28	00:00:26.997	0.000
06/15/2022 13:23:28	00:00:27.098	0.000
06/15/2022 13:23:28	00:00:27.200	0.000
06/15/2022 13:23:28	00:00:27.302	0.000
06/15/2022 13:23:28	00:00:27.402	0.000
06/15/2022 13:23:28	00:00:27.502	0.000
06/15/2022 13:23:28	00:00:27.602	0.000
06/15/2022 13:23:28	00:00:27.702	0.000
06/15/2022 13:23:29	00:00:27.802	0.000
06/15/2022 13:23:29	00:00:27.902	0.000
06/15/2022 13:23:29	00:00:28.004	0.000
06/15/2022 13:23:29	00:00:28.107	0.000
06/15/2022 13:23:29	00:00:28.211	0.000
06/15/2022 13:23:29	00:00:28.313	0.000
06/15/2022 13:23:29	00:00:28.415	0.000
06/15/2022 13:23:29	00:00:28.516	0.000
06/15/2022 13:23:29	00:00:28.618	0.000
06/15/2022 13:23:29	00:00:28.718	0.000
06/15/2022 13:23:30	00:00:28.818	0.000
06/15/2022 13:23:30	00:00:28.918	0.000
06/15/2022 13:23:30	00:00:29.018	0.000
06/15/2022 13:23:30	00:00:29.120	0.000
06/15/2022 13:23:30	00:00:29.220	0.000
06/15/2022 13:23:30	00:00:29.322	0.000
06/15/2022 13:23:30	00:00:29.424	0.000
06/15/2022 13:23:30	00:00:29.526	0.000
06/15/2022 13:23:30	00:00:29.629	0.000
06/15/2022 13:23:30	00:00:29.731	0.000
06/15/2022 13:23:31	00:00:29.833	0.000
06/15/2022 13:23:31	00:00:29.934	0.000
06/15/2022 13:23:31	00:00:30.036	0.000
06/15/2022 13:23:31	00:00:30.138	0.000
06/15/2022 13:23:31	00:00:30.240	0.000
06/15/2022 13:23:31	00:00:30.340	0.000
06/15/2022 13:23:31	00:00:30.440	0.000
06/15/2022 13:23:31	00:00:30.542	0.000
06/15/2022 13:23:31	00:00:30.642	0.000
06/15/2022 13:23:31	00:00:30.744	0.000
06/15/2022 13:23:32	00:00:30.846	0.000
06/15/2022 13:23:32	00:00:30.948	0.000
06/15/2022 13:23:32	00:00:31.051	0.000
06/15/2022 13:23:32	00:00:31.153	0.000
06/15/2022 13:23:32	00:00:31.255	0.000
06/15/2022 13:23:32	00:00:31.356	0.000
06/15/2022 13:23:32	00:00:31.458	0.000
06/15/2022 13:23:32	00:00:31.558	0.000
06/15/2022 13:23:32	00:00:31.658	0.000
06/15/2022 13:23:32	00:00:31.758	0.000
06/15/2022 13:23:33	00:00:31.858	0.000
06/15/2022 13:23:33	00:00:31.958	0.000
06/15/2022 13:23:33	00:00:32.060	0.000
06/15/2022 13:23:33	00:00:32.162	0.000
06/15/2022 13:23:33	00:00:32.264	0.000
06/15/2022 13:23:33	00:00:32.366	0.000
06/15/2022 13:23:33	00:00:32.469	0.000
06/15/2022 13:23:33	00:00:32.571	0.000
06/15/2022 13:23:33	00:00:32.672	0.000
06/15/2022 13:23:33	00:00:32.774	0.000
06/15/2022 13:23:35	00:00:32.876	0.000
06/15/2022 13:23:35	00:00:32.976	0.000
06/15/2022 13:23:35	00:00:33.078	0.000
06/15/2022 13:23:35	00:00:33.178	0.000
06/15/2022 13:23:35	00:00:33.278	0.000
06/15/2022 13:23:35	00:00:33.378	0.000
06/15/2022 13:23:35	00:00:33.480	0.000
06/15/2022 13:23:35	00:00:33.582	0.000
06/15/2022 13:23:35	00:00:33.684	0.000
06/15/2022 13:23:35	00:00:33.776	0.000
06/15/2022 13:23:35	00:00:33.800	0.000
06/15/2022 13:23:35	00:00:33.814	0.000
06/15/2022 13:23:35	00:00:33.831	0.000
06/15/2022 13:23:35	00:00:33.849	0.000
06/15/2022 13:23:35	00:00:33.875	0.000
06/15/2022 13:23:35	00:00:33.897	0.000
06/15/2022 13:23:35	00:00:33.921	0.000
06/15/2022 13:23:35	00:00:33.947	0.000
06/15/2022 13:23:35	00:00:33.974	0.000
06/15/2022 13:23:35	00:00:34.006	0.000
06/15/2022 13:23:35	00:00:34.038	0.000
06/15/2022 13:23:35	00:00:34.072	0.000
06/15/2022 13:23:35	00:00:34.108	0.000
06/15/2022 13:23:35	00:00:34.146	0.000
06/15/2022 13:23:35	00:00:34.156	0.000
06/15/2022 13:23:35	00:00:34.178	0.000
06/15/2022 13:23:35	00:00:34.192	0.000
06/15/2022 13:23:35	00:00:34.208	0.000
06/15/2022 13:23:35	00:00:34.226	0.000
06/15/2022 13:23:35	00:00:34.252	0.000
06/15/2022 13:23:35	00:00:34.270	0.000
06/15/2022 13:23:35	00:00:34.282	0.000
06/15/2022 13:23:35	00:00:34.296	0.000
06/15/2022 13:23:35	00:00:34.312	0.000
06/15/2022 13:23:35	00:00:34.330	0.000
06/15/2022 13:23:35	00:00:34.350	0.000
06/15/2022 13:23:35	00:00:34.374	0.000
06/15/2022 13:23:35	00:00:34.398	0.000
06/15/2022 13:23:35	00:00:34.424	0.000
06/15/2022 13:23:35	00:00:34.452	0.000
06/15/2022 13:23:35	00:00:34.482	0.000
06/15/2022 13:23:35	00:00:34.514	0.000
06/15/2022 13:23:35	00:00:34.548	0.000
06/15/2022 13:23:35	00:00:34.584	0.000
06/15/2022 13:23:35	00:00:34.622	0.000
06/15/2022 13:23:35	00:00:34.662	0.000
06/15/2022 13:23:35	00:00:34.704	0.000
06/15/2022 13:23:35	00:00:34.748	0.000
06/15/2022 13:23:35	00:00:34.794	0.000
06/15/2022 13:23:36	00:00:34.848	0.000
06/15/2022 13:23:36	00:00:34.898	0.000
06/15/2022 13:23:36	00:00:34.952	0.000
06/15/2022 13:23:36	00:00:35.006	0.000
06/15/2022 13:23:36	00:00:35.062	0.000
06/15/2022 13:23:36	00:00:35.120	0.000
06/15/2022 13:23:36	00:00:35.180	0.000
06/15/2022 13:23:36	00:00:35.247	0.000
06/15/2022 13:23:36	00:00:35.313	0.000
06/15/2022 13:23:36	00:00:35.378	0.000
06/15/2022 13:23:36	00:00:35.446	0.000
06/15/2022 13:23:36	00:00:35.516	0.000
06/15/2022 13:23:36	00:00:35.588	0.000
06/15/2022 13:23:36	00:00:35.662	0.000
06/15/2022 13:23:36	00:00:35.738	0.000
06/15/2022 13:23:37	00:00:35.816	0.000
06/15/2022 13:23:37	00:00:35.896	0.000
06/15/2022 13:23:37	00:00:35.978	0.000
06/15/2022 13:23:37	00:00:36.062	0.000
06/15/2022 13:23:37	00:00:36.148	0.000
06/15/2022 13:23:37	00:00:36.236	0.000
06/15/2022 13:23:37	00:00:36.326	0.000
06/15/2022 13:23:37	00:00:36.418	0.000
06/15/2022 13:23:37	00:00:36.514	0.000
06/15/2022 13:23:37	00:00:36.610	0.000
06/15/2022 13:23:37	00:00:36.709	0.000
06/15/2022 13:23:37	00:00:36.809	0.000
06/15/2022 13:23:38	00:00:36.910	0.000
06/15/2022 13:23:38	00:00:37.012	0.000
06/15/2022 13:23:38	00:00:37.114	0.000
06/15/2022 13:23:38	00:00:37.216	0.000
06/15/2022 13:23:38	00:00:37.318	0.000
06/15/2022 13:23:38	00:00:37.418	0.000
06/15/2022 13:23:38	00:00:37.518	0.000
06/15/2022 13:23:38	00:00:37.620	0.000
06/15/2022 13:23:38	00:00:37.722	0.000
06/15/2022 13:23:39	00:00:37.824	0.000
06/15/2022 13:23:39	00:00:37.926	0.000
06/15/2022 13:23:39	00:00:38.028	0.000
06/15/2022 13:23:39	00:00:38.131	0.000
06/15/2022 13:23:39	00:00:38.232	0.000
06/15/2022 13:23:39	00:00:38.334	0.000
06/15/2022 13:23:39	00:00:38.436	0.000
06/15/2022 13:23:39	00:00:38.536	0.000
06/15/2022 13:23:39	00:00:38.636	0.000
06/15/2022 13:23:39	00:00:38.738	0.000
06/15/2022 13:23:40	00:00:38.838	0.000
06/15/2022 13:23:40	00:00:38.938	0.000
06/15/2022 13:23:40	00:00:39.040	0.000
06/15/2022 13:23:40	00:00:39.142	0.000
06/15/2022 13:23:40	00:00:39.244	0.000
06/15/2022 13:23:40	00:00:39.346	0.000
06/15/2022 13:23:40	00:00:39.448	0.000
06/15/2022 13:23:40	00:00:39.551	0.000
06/15/2022 13:23:40	00:00:39.652	0.000
06/15/2022 13:23:40	00:00:39.754	0.000
06/15/2022 13:23:41	00:00:39.854	0.000
06/15/2022 13:23:41	00:00:39.956	0.000
06/15/2022 13:23:41	00:00:40.056	0.000
06/15/2022 13:23:41	00:00:40.156	0.000
06/15/2022 13:23:41	00:00:40.256	0.000
06/15/2022 13:23:41	00:00:40.356	0.000
06/15/2022 13:23:41	00:00:40.458	0.000
06/15/2022 13:23:41	00:00:40.560	0.000
06/15/2022 13:23:41	00:00:40.662	0.000
06/15/2022 13:23:41	00:00:40.764	0.000
06/15/2022 13:23:42	00:00:40.866	0.000
06/15/2022 13:23:42	00:00:40.968	0.000
06/15/2022 13:23:42	00:00:41.070	0.000
06/15/2022 13:23:42	00:00:41.172	0.000
06/15/2022 13:23:42	00:00:41.274	0.000
06/15/2022 13:23:42	00:00:41.374	0.000
06/15/2022 13:23:42	00:00:41.476	0.000
06/15/2022 13:23:42	00:00:41.576	0.000
06/15/2022 13:23:42	00:00:41.676	0.000
06/15/2022 13:23:42	00:00:41.778	0.000
06/15/2022 13:23:43	00:00:41.880	0.000
06/15/2022 13:23:43	00:00:41.982	0.000
06/15/2022 13:23:43	00:00:42.084	0.000
06/15/2022 13:23:43	00:00:42.186	0.000
06/15/2022 13:23:43	00:00:42.289	0.000
06/15/2022 13:23:43	00:00:42.391	0.000
